trade-date,index,,index2
20120621,0.000153394,1.53E+01,15.3394
20120622,0.00013934,1.39E+01,13.934
20120625,0.000103082,1.03E+01,10.3082
20120626,9.61E-05,9.61E+00,9.61
20120627,0.000131847,1.32E+01,13.1847
20120628,0.000132276,1.32E+01,13.2276
20120629,0.000204147,2.04E+01,20.4147
20120702,0.0001336,1.34E+01,13.36
20120703,0.000298599,2.99E+01,29.8599
20120704,6.55E-05,6.55E+00,6.55
20120705,0.000229609,2.30E+01,22.9609
20120706,0.00017685,1.77E+01,17.685
20120709,0.000101684,1.02E+01,10.1684
20120710,0.000123215,1.23E+01,12.3215
20120711,8.64E-05,8.64E+00,8.64
20120712,8.86E-05,8.86E+00,8.86
20120713,9.19E-05,9.19E+00,9.19
20120716,6.86E-05,6.86E+00,6.86
20120717,6.33E-05,6.33E+00,6.33
20120718,6.19E-05,6.19E+00,6.19
20120719,5.17E-05,5.17E+00,5.17
20120720,6.20E-05,6.20E+00,6.2
20120723,0.0001508,1.51E+01,15.08
20120724,0.000132268,1.32E+01,13.2268
20120725,7.23E-05,7.23E+00,7.23
20120726,0.000199169,1.99E+01,19.9169
20120727,0.000111357,1.11E+01,11.1357
20120730,6.77E-05,6.77E+00,6.77
20120731,7.94E-05,7.94E+00,7.94
20120801,6.95E-05,6.95E+00,6.95
20120802,0.000347522,3.48E+01,34.7522
20120803,0.000271449,2.71E+01,27.1449
20120806,7.85E-05,7.85E+00,7.85
20120807,4.68E-05,4.68E+00,4.68
20120808,6.99E-05,6.99E+00,6.99
20120809,8.94E-05,8.94E+00,8.94
20120810,8.64E-05,8.64E+00,8.64
20120813,0.000120712,1.21E+01,12.0712
20120814,8.89E-05,8.89E+00,8.89
20120815,6.65E-05,6.65E+00,6.65
20120816,5.52E-05,5.52E+00,5.52
20120817,3.16E-05,3.16E+00,3.16
20120820,4.40E-05,4.40E+00,4.4
20120821,0.000104373,1.04E+01,10.4373
20120822,4.44E-05,4.44E+00,4.44
20120823,4.90E-05,4.90E+00,4.9
20120824,6.77E-05,6.77E+00,6.77
20120827,0.000282549,2.83E+01,28.2549
20120828,9.81E-05,9.81E+00,9.81
20120829,5.36E-05,5.36E+00,5.36
20120830,2.69E-05,2.69E+00,2.69
20120831,0.000113359,1.13E+01,11.3359
20120903,1.59E-05,1.59E+00,1.59
20120904,7.85E-05,7.85E+00,7.85
20120905,0.000150531,1.51E+01,15.0531
20120906,0.000140523,1.41E+01,14.0523
20120907,0.000171464,1.71E+01,17.1464
20120910,7.41E-05,7.41E+00,7.41
20120911,4.50E-05,4.50E+00,4.5
20120912,0.000118423,1.18E+01,11.8423
20120913,7.10E-05,7.10E+00,7.1
20120914,9.41E-05,9.41E+00,9.41
20120917,3.37E-05,3.37E+00,3.37
20120918,7.97E-05,7.97E+00,7.97
20120919,0.000205078,2.05E+01,20.5078
20120920,9.73E-05,9.73E+00,9.73
20120921,8.31E-05,8.31E+00,8.31
20120924,9.93E-05,9.93E+00,9.93
20120925,5.64E-05,5.64E+00,5.64
20120926,6.60E-05,6.60E+00,6.6
20120927,5.68E-05,5.68E+00,5.68
20120928,6.46E-05,6.46E+00,6.46
20121001,9.93E-05,9.93E+00,9.93
20121002,5.27E-05,5.27E+00,5.27
20121003,5.62E-05,5.62E+00,5.62
20121004,7.32E-05,7.32E+00,7.32
20121005,0.000172062,1.72E+01,17.2062
20121008,7.91E-05,7.91E+00,7.91
20121009,8.42E-05,8.42E+00,8.42
20121010,8.30E-05,8.30E+00,8.3
20121011,7.32E-05,7.32E+00,7.32
20121012,7.64E-05,7.64E+00,7.64
20121015,0.000116945,1.17E+01,11.6945
20121016,8.45E-05,8.45E+00,8.45
20121017,4.80E-05,4.80E+00,4.8
20121018,6.91E-05,6.91E+00,6.91
20121019,5.04E-05,5.04E+00,5.04
20121022,7.89E-05,7.89E+00,7.89
20121023,0.000121295,1.21E+01,12.1295
20121024,0.000118819,1.19E+01,11.8819
20121025,7.45E-05,7.45E+00,7.45
20121026,0.000128707,1.29E+01,12.8707
20121029,6.88E-05,6.88E+00,6.88
20121030,5.64E-05,5.64E+00,5.64
20121031,5.35E-05,5.35E+00,5.35
20121101,6.02E-05,6.02E+00,6.02
20121102,8.31E-05,8.31E+00,8.31
20121105,7.15E-05,7.15E+00,7.15
20121106,5.51E-05,5.51E+00,5.51
20121107,0.000141293,1.41E+01,14.1293
20121108,0.000108669,1.09E+01,10.8669
20121109,8.66E-05,8.66E+00,8.66
20121112,0.000121483,1.21E+01,12.1483
20121113,9.94E-05,9.94E+00,9.94
20121114,8.09E-05,8.09E+00,8.09
20121115,7.58E-05,7.58E+00,7.58
20121116,9.65E-05,9.65E+00,9.65
20121119,5.21E-05,5.21E+00,5.21
20121120,6.01E-05,6.01E+00,6.01
20121121,0.000130642,1.31E+01,13.0642
20121122,2.21E-05,2.21E+00,2.21
20121123,2.17E-05,2.17E+00,2.17
20121126,5.56E-05,5.56E+00,5.56
20121127,4.35E-05,4.35E+00,4.35
20121128,7.23E-05,7.23E+00,7.23
20121129,7.43E-05,7.43E+00,7.43
20121130,5.98E-05,5.98E+00,5.98
20121203,7.08E-05,7.08E+00,7.08
20121204,0.000113917,1.14E+01,11.3917
20121205,4.85E-05,4.85E+00,4.85
20121206,9.70E-05,9.70E+00,9.7
20121207,0.000107212,1.07E+01,10.7212
20121210,4.63E-05,4.63E+00,4.63
20121211,4.83E-05,4.83E+00,4.83
20121212,7.36E-05,7.36E+00,7.36
20121213,6.44E-05,6.44E+00,6.44
20121214,5.46E-05,5.46E+00,5.46
20121217,4.42E-05,4.42E+00,4.42
20121218,2.40E-05,2.40E+00,2.4
20121219,2.30E-05,2.30E+00,2.3
20121220,9.03E-05,9.03E+00,9.03
20121221,0.000122394,1.22E+01,12.2394
20121224,3.32E-05,3.32E+00,3.32
20121226,8.39E-05,8.39E+00,8.39
20121227,4.41E-05,4.41E+00,4.41
20121228,3.34E-05,3.34E+00,3.34
20121231,3.64E-05,3.64E+00,3.64
20130102,5.95E-05,5.95E+00,5.95
20130103,5.38E-05,5.38E+00,5.38
20130104,6.20E-05,6.20E+00,6.2
20130107,2.43E-05,2.43E+00,2.43
20130108,3.68E-05,3.68E+00,3.68
20130109,2.86E-05,2.86E+00,2.86
20130110,6.98E-05,6.98E+00,6.98
20130111,6.72E-05,6.72E+00,6.72
20130114,4.77E-05,4.77E+00,4.77
20130115,3.84E-05,3.84E+00,3.84
20130116,2.80E-05,2.80E+00,2.8
20130117,2.70E-05,2.70E+00,2.7
20130118,2.89E-05,2.89E+00,2.89
20130121,1.02E-05,1.02E+00,1.02
20130122,4.28E-05,4.28E+00,4.28
20130123,2.59E-05,2.59E+00,2.59
20130124,3.36E-05,3.36E+00,3.36
20130125,2.29E-05,2.29E+00,2.29
20130128,4.00E-05,4.00E+00,4
20130129,4.80E-05,4.80E+00,4.8
20130130,4.83E-05,4.83E+00,4.83
20130131,4.97E-05,4.97E+00,4.97
20130201,6.00E-05,6.00E+00,6
20130204,4.05E-05,4.05E+00,4.05
20130205,2.38E-05,2.38E+00,2.38
20130206,3.24E-05,3.24E+00,3.24
20130207,4.61E-05,4.61E+00,4.61
20130208,3.02E-05,3.02E+00,3.02
20130211,6.02E-05,6.02E+00,6.02
20130212,3.98E-05,3.98E+00,3.98
20130213,2.78E-05,2.78E+00,2.78
20130214,2.14E-05,2.14E+00,2.14
20130215,0.000112436,1.12E+01,11.2436
20130218,1.72E-05,1.72E+00,1.72
20130219,3.44E-05,3.44E+00,3.44
20130220,3.33E-05,3.33E+00,3.33
20130221,9.63E-05,9.63E+00,9.63
20130222,5.88E-05,5.88E+00,5.88
20130225,6.93E-05,6.93E+00,6.93
20130226,6.50E-05,6.50E+00,6.5
20130227,2.61E-05,2.61E+00,2.61
20130228,4.18E-05,4.18E+00,4.18
20130301,5.88E-05,5.88E+00,5.88
20130304,3.88E-05,3.88E+00,3.88
20130305,3.32E-05,3.32E+00,3.32
20130306,3.56E-05,3.56E+00,3.56
20130307,4.31E-05,4.31E+00,4.31
20130308,9.11E-05,9.11E+00,9.11
20130311,4.51E-05,4.51E+00,4.51
20130312,0.000589485,5.89E+01,58.9485
20130313,5.59E-05,5.59E+00,5.59
20130314,4.93E-05,4.93E+00,4.93
20130315,3.61E-05,3.61E+00,3.61
20130318,0.000100107,1.00E+01,10.0107
20130319,3.77E-05,3.77E+00,3.77
20130320,5.82E-05,5.82E+00,5.82
20130321,3.66E-05,3.66E+00,3.66
20130322,3.04E-05,3.04E+00,3.04
20130325,8.12E-05,8.12E+00,8.12
20130326,3.51E-05,3.51E+00,3.51
20130327,5.15E-05,5.15E+00,5.15
20130328,3.35E-05,3.35E+00,3.35
20130401,3.46E-05,3.46E+00,3.46
20130402,4.56E-05,4.56E+00,4.56
20130403,3.36E-05,3.36E+00,3.36
20130404,0.000102168,1.02E+01,10.2168
20130405,9.36E-05,9.36E+00,9.36
20130408,3.71E-05,3.71E+00,3.71
20130409,3.05E-05,3.05E+00,3.05
20130410,6.45E-05,6.45E+00,6.45
20130411,3.49E-05,3.49E+00,3.49
20130412,8.21E-05,8.21E+00,8.21
20130415,0.000167501,1.68E+01,16.7501
20130416,0.000174609,1.75E+01,17.4609
20130417,9.21E-05,9.21E+00,9.21
20130418,0.000113154,1.13E+01,11.3154
20130419,5.18E-05,5.18E+00,5.18
20130422,5.32E-05,5.32E+00,5.32
20130423,5.78E-05,5.78E+00,5.78
20130424,5.12E-05,5.12E+00,5.12
20130425,8.02E-05,8.02E+00,8.02
20130426,7.70E-05,7.70E+00,7.7
20130429,4.47E-05,4.47E+00,4.47
20130430,7.87E-05,7.87E+00,7.87
20130501,0.000124045,1.24E+01,12.4045
20130502,9.57E-05,9.57E+00,9.57
20130503,0.000122699,1.23E+01,12.2699
20130506,7.23E-05,7.23E+00,7.23
20130507,4.71E-05,4.71E+00,4.71
20130508,5.82E-05,5.82E+00,5.82
20130509,4.91E-05,4.91E+00,4.91
20130510,7.65E-05,7.65E+00,7.65
20130513,7.89E-05,7.89E+00,7.89
20130514,6.87E-05,6.87E+00,6.87
20130515,7.69E-05,7.69E+00,7.69
20130516,6.96E-05,6.96E+00,6.96
20130517,6.56E-05,6.56E+00,6.56
20130520,4.49E-05,4.49E+00,4.49
20130521,4.67E-05,4.67E+00,4.67
20130522,0.000106549,1.07E+01,10.6549
20130523,9.48E-05,9.48E+00,9.48
20130524,7.40E-05,7.40E+00,7.4
20130527,1.69E-05,1.69E+00,1.69
20130528,5.58E-05,5.58E+00,5.58
20130529,7.09E-05,7.09E+00,7.09
20130530,0.000140804,1.41E+01,14.0804
20130531,6.81E-05,6.81E+00,6.81
20130603,0.000147147,1.47E+01,14.7147
20130604,4.85E-05,4.85E+00,4.85
20130605,4.90E-05,4.90E+00,4.9
20130606,4.80E-05,4.80E+00,4.8
20130607,9.37E-05,9.37E+00,9.37
20130610,4.76E-05,4.76E+00,4.76
20130611,7.33E-05,7.33E+00,7.33
20130612,0.000163752,1.64E+01,16.3752
20130613,8.38E-05,8.38E+00,8.38
20130614,5.43E-05,5.43E+00,5.43
20130617,6.28E-05,6.28E+00,6.28
20130618,4.57E-05,4.57E+00,4.57
20130619,2.56E-05,2.56E+00,2.56
20130620,0.000105973,1.06E+01,10.5973
20130621,6.08E-05,6.08E+00,6.08
20130624,6.46E-05,6.46E+00,6.46
20130625,5.47E-05,5.47E+00,5.47
20130626,9.37E-05,9.37E+00,9.37
20130627,6.70E-05,6.70E+00,6.7
20130628,5.22E-05,5.22E+00,5.22
20130701,5.57E-05,5.57E+00,5.57
20130702,4.86E-05,4.86E+00,4.86
20130703,9.01E-05,9.01E+00,9.01
20130704,2.61E-05,2.61E+00,2.61
20130705,9.98E-05,9.98E+00,9.98
20130708,4.94E-05,4.94E+00,4.94
20130709,4.20E-05,4.20E+00,4.2
20130710,3.54E-05,3.54E+00,3.54
20130711,8.24E-05,8.24E+00,8.24
20130712,5.29E-05,5.29E+00,5.29
20130715,4.66E-05,4.66E+00,4.66
20130716,3.23E-05,3.23E+00,3.23
20130717,3.72E-05,3.72E+00,3.72
20130718,2.72E-05,2.72E+00,2.72
20130719,5.48E-05,5.48E+00,5.48
20130722,5.23E-05,5.23E+00,5.23
20130723,7.98E-05,7.98E+00,7.98
20130724,3.66E-05,3.66E+00,3.66
20130725,6.49E-05,6.49E+00,6.49
20130726,5.17E-05,5.17E+00,5.17
20130729,7.35E-05,7.35E+00,7.35
20130730,4.78E-05,4.78E+00,4.78
20130731,6.45E-05,6.45E+00,6.45
20130801,6.70E-05,6.70E+00,6.7
20130802,7.63E-05,7.63E+00,7.63
20130805,0.000115165,1.15E+01,11.5165
20130806,0.000119303,1.19E+01,11.9303
20130807,7.39E-05,7.39E+00,7.39
20130808,5.76E-05,5.76E+00,5.76
20130809,0.000119573,1.20E+01,11.9573
20130812,6.77E-05,6.77E+00,6.77
20130813,6.31E-05,6.31E+00,6.31
20130814,3.22E-05,3.22E+00,3.22
20130815,3.54E-05,3.54E+00,3.54
20130816,3.75E-05,3.75E+00,3.75
20130819,4.56E-05,4.56E+00,4.56
20130820,7.20E-05,7.20E+00,7.2
20130821,8.62E-05,8.62E+00,8.62
20130822,6.72E-05,6.72E+00,6.72
20130823,6.39E-05,6.39E+00,6.39
20130826,4.73E-05,4.73E+00,4.73
20130827,0.000106559,1.07E+01,10.6559
20130828,0.000172747,1.73E+01,17.2747
20130829,6.88E-05,6.88E+00,6.88
20130830,6.18E-05,6.18E+00,6.18
20130902,4.27E-05,4.27E+00,4.27
20130903,5.64E-05,5.64E+00,5.64
20130904,6.59E-05,6.59E+00,6.59
20130905,5.10E-05,5.10E+00,5.1
20130906,5.97E-05,5.97E+00,5.97
20130909,5.30E-05,5.30E+00,5.3
20130910,0.00012368,1.24E+01,12.368
20130911,5.71E-05,5.71E+00,5.71
20130912,8.18E-05,8.18E+00,8.18
20130913,5.22E-05,5.22E+00,5.22
20130916,0.000113712,1.14E+01,11.3712
20130917,3.46E-05,3.46E+00,3.46
20130918,2.46E-05,2.46E+00,2.46
20130919,5.11E-05,5.11E+00,5.11
20130920,4.89E-05,4.89E+00,4.89
20130923,5.71E-05,5.71E+00,5.71
20130924,5.02E-05,5.02E+00,5.02
20130925,4.65E-05,4.65E+00,4.65
20130926,3.25E-05,3.25E+00,3.25
20130927,4.25E-05,4.25E+00,4.25
20130930,5.04E-05,5.04E+00,5.04
20131001,3.57E-05,3.57E+00,3.57
20131002,5.38E-05,5.38E+00,5.38
20131003,5.15E-05,5.15E+00,5.15
20131004,2.54E-05,2.54E+00,2.54
20131007,4.02E-05,4.02E+00,4.02
20131008,4.23E-05,4.23E+00,4.23
20131009,5.03E-05,5.03E+00,5.03
20131010,6.19E-05,6.19E+00,6.19
20131011,0.000109935,1.10E+01,10.9935
20131014,6.25E-05,6.25E+00,6.25
20131015,3.99E-05,3.99E+00,3.99
20131016,5.30E-05,5.30E+00,5.3
20131017,5.50E-05,5.50E+00,5.5
20131018,4.38E-05,4.38E+00,4.38
20131021,3.94E-05,3.94E+00,3.94
20131022,7.89E-05,7.89E+00,7.89
20131023,3.17E-05,3.17E+00,3.17
20131024,6.94E-05,6.94E+00,6.94
20131025,6.70E-05,6.70E+00,6.7
20131028,0.000100036,1.00E+01,10.0036
20131029,3.91E-05,3.91E+00,3.91
20131030,5.88E-05,5.88E+00,5.88
20131031,7.09E-05,7.09E+00,7.09
20131101,3.47E-05,3.47E+00,3.47
20131104,3.80E-05,3.80E+00,3.8
20131105,3.38E-05,3.38E+00,3.38
20131106,2.76E-05,2.76E+00,2.76
20131107,8.91E-05,8.91E+00,8.91
20131108,6.50E-05,6.50E+00,6.5
20131111,3.15E-05,3.15E+00,3.15
20131112,5.40E-05,5.40E+00,5.4
20131113,2.89E-05,2.89E+00,2.89
20131114,3.93E-05,3.93E+00,3.93
20131115,4.77E-05,4.77E+00,4.77
20131118,3.30E-05,3.30E+00,3.3
20131119,3.76E-05,3.76E+00,3.76
20131120,4.18E-05,4.18E+00,4.18
20131121,4.72E-05,4.72E+00,4.72
20131122,9.39E-05,9.39E+00,9.39
20131125,7.02E-05,7.02E+00,7.02
20131126,2.60E-05,2.60E+00,2.6
20131127,6.55E-05,6.55E+00,6.55
20131128,1.10E-05,1.10E+00,1.1
20131129,2.51E-05,2.51E+00,2.51
20131202,5.51E-05,5.51E+00,5.51
20131203,7.12E-05,7.12E+00,7.12
20131204,4.33E-05,4.33E+00,4.33
20131205,3.90E-05,3.90E+00,3.9
20131206,9.87E-05,9.87E+00,9.87
20131209,3.14E-05,3.14E+00,3.14
20131210,8.04E-05,8.04E+00,8.04
20131211,3.18E-05,3.18E+00,3.18
20131212,3.00E-05,3.00E+00,3
20131213,4.59E-05,4.59E+00,4.59
20131216,4.61E-05,4.61E+00,4.61
20131217,4.07E-05,4.07E+00,4.07
20131218,2.31E-05,2.31E+00,2.31
20131219,2.16E-05,2.16E+00,2.16
20131220,3.76E-05,3.76E+00,3.76
20131223,1.61E-05,1.61E+00,1.61
20131224,1.32E-05,1.32E+00,1.32
20131226,1.57E-05,1.57E+00,1.57
20131227,1.73E-05,1.73E+00,1.73
20131230,2.51E-05,2.51E+00,2.51
20131231,3.40E-05,3.40E+00,3.4
20140102,5.65E-05,5.65E+00,5.65
20140103,3.73E-05,3.73E+00,3.73
20140106,2.85E-05,2.85E+00,2.85
20140107,2.19E-05,2.19E+00,2.19
20140108,2.82E-05,2.82E+00,2.82
20140109,2.50E-05,2.50E+00,2.5
20140110,6.54E-05,6.54E+00,6.54
20140113,4.66E-05,4.66E+00,4.66
20140114,3.66E-05,3.66E+00,3.66
20140115,3.96E-05,3.96E+00,3.96
20140116,5.31E-05,5.31E+00,5.31
20140117,4.17E-05,4.17E+00,4.17
20140120,1.38E-05,1.38E+00,1.38
20140121,7.16E-05,7.16E+00,7.16
20140122,3.60E-05,3.60E+00,3.6
20140123,3.52E-05,3.52E+00,3.52
20140124,5.19E-05,5.19E+00,5.19
20140127,5.00E-05,5.00E+00,5
20140128,5.58E-05,5.58E+00,5.58
20140129,4.75E-05,4.75E+00,4.75
20140130,3.70E-05,3.70E+00,3.7
20140131,4.65E-05,4.65E+00,4.65
20140203,3.99E-05,3.99E+00,3.99
20140204,6.85E-05,6.85E+00,6.85
20140205,4.33E-05,4.33E+00,4.33
20140206,5.11E-05,5.11E+00,5.11
20140207,5.18E-05,5.18E+00,5.18
20140210,3.85E-05,3.85E+00,3.85
20140211,4.00E-05,4.00E+00,4
20140212,2.62E-05,2.62E+00,2.62
20140213,3.10E-05,3.10E+00,3.1
20140214,1.70E-05,1.70E+00,1.7
20140217,1.16E-05,1.16E+00,1.16
20140218,2.03E-05,2.03E+00,2.03
20140219,3.16E-05,3.16E+00,3.16
20140220,2.26E-05,2.26E+00,2.26
20140221,1.51E-05,1.51E+00,1.51
20140224,2.85E-05,2.85E+00,2.85
20140225,4.67E-05,4.67E+00,4.67
20140226,1.83E-05,1.83E+00,1.83
20140227,5.20E-05,5.20E+00,5.2
20140228,2.37E-05,2.37E+00,2.37
20140303,8.53E-05,8.53E+00,8.53
20140304,3.51E-05,3.51E+00,3.51
20140305,3.45E-05,3.45E+00,3.45
20140306,4.05E-05,4.05E+00,4.05
20140307,4.37E-05,4.37E+00,4.37
20140310,5.01E-05,5.01E+00,5.01
20140311,2.76E-05,2.76E+00,2.76
20140312,9.75E-05,9.75E+00,9.75
20140313,5.33E-05,5.33E+00,5.33
20140314,5.13E-05,5.13E+00,5.13
20140317,3.81E-05,3.81E+00,3.81
20140318,4.03E-05,4.03E+00,4.03
20140319,4.05E-05,4.05E+00,4.05
20140320,4.02E-05,4.02E+00,4.02
20140321,6.32E-05,6.32E+00,6.32
20140324,3.00E-05,3.00E+00,3
20140325,5.74E-05,5.74E+00,5.74
20140326,4.34E-05,4.34E+00,4.34
20140327,7.91E-05,7.91E+00,7.91
20140328,4.28E-05,4.28E+00,4.28
20140331,1.87E-05,1.87E+00,1.87
20140401,3.23E-05,3.23E+00,3.23
20140402,2.81E-05,2.81E+00,2.81
20140403,4.67E-05,4.67E+00,4.67
20140404,3.55E-05,3.55E+00,3.55
20140407,3.53E-05,3.53E+00,3.53
20140408,3.15E-05,3.15E+00,3.15
20140409,3.51E-05,3.51E+00,3.51
20140410,2.57E-05,2.57E+00,2.57
20140411,2.21E-05,2.21E+00,2.21
20140414,3.47E-05,3.47E+00,3.47
20140415,2.55E-05,2.55E+00,2.55
20140416,3.59E-05,3.59E+00,3.59
20140417,4.37E-05,4.37E+00,4.37
20140421,1.86E-05,1.86E+00,1.86
20140422,3.97E-05,3.97E+00,3.97
20140423,2.03E-05,2.03E+00,2.03
20140424,4.32E-05,4.32E+00,4.32
20140425,4.44E-05,4.44E+00,4.44
20140428,4.27E-05,4.27E+00,4.27
20140429,4.38E-05,4.38E+00,4.38
20140430,3.79E-05,3.79E+00,3.79
20140501,3.39E-05,3.39E+00,3.39
20140502,3.77E-05,3.77E+00,3.77
20140505,3.59E-05,3.59E+00,3.59
20140506,3.24E-05,3.24E+00,3.24
20140507,3.77E-05,3.77E+00,3.77
20140508,4.28E-05,4.28E+00,4.28
20140509,3.50E-05,3.50E+00,3.5
20140512,3.38E-05,3.38E+00,3.38
20140513,4.22E-05,4.22E+00,4.22
20140514,2.06E-05,2.06E+00,2.06
20140515,2.95E-05,2.95E+00,2.95
20140516,1.64E-05,1.64E+00,1.64
20140519,1.64E-05,1.64E+00,1.64
20140520,1.81E-05,1.81E+00,1.81
20140521,1.43E-05,1.43E+00,1.43
20140522,1.76E-05,1.76E+00,1.76
20140523,1.26E-05,1.26E+00,1.26
20140526,3.81E-06,3.81E-01,0.381
20140527,2.29E-05,2.29E+00,2.29
20140528,1.94E-05,1.94E+00,1.94
20140529,1.40E-05,1.40E+00,1.4
20140530,1.42E-05,1.42E+00,1.42
20140602,1.73E-05,1.73E+00,1.73
20140603,1.56E-05,1.56E+00,1.56
20140604,1.33E-05,1.33E+00,1.33
20140605,2.62E-05,2.62E+00,2.62
20140606,1.47E-05,1.47E+00,1.47
20140609,1.40E-05,1.40E+00,1.4
20140610,1.93E-05,1.93E+00,1.93
20140611,1.20E-05,1.20E+00,1.2
20140612,4.71E-05,4.71E+00,4.71
20140613,4.23E-05,4.23E+00,4.23
20140616,2.35E-05,2.35E+00,2.35
20140617,2.00E-05,2.00E+00,2
20140618,1.56E-05,1.56E+00,1.56
20140619,3.47E-05,3.47E+00,3.47
20140620,2.45E-05,2.45E+00,2.45
20140623,2.45E-05,2.45E+00,2.45
20140624,1.59E-05,1.59E+00,1.59
20140625,2.98E-05,2.98E+00,2.98
20140626,2.23E-05,2.23E+00,2.23
20140627,1.83E-05,1.83E+00,1.83
20140630,1.35E-05,1.35E+00,1.35
20140701,2.12E-05,2.12E+00,2.12
20140702,1.98E-05,1.98E+00,1.98
20140703,1.89E-05,1.89E+00,1.89
20140704,7.52E-06,7.52E-01,0.752
20140707,1.28E-05,1.28E+00,1.28
20140708,1.70E-05,1.70E+00,1.7
20140709,1.64E-05,1.64E+00,1.64
20140710,2.46E-05,2.46E+00,2.46
20140711,2.54E-05,2.54E+00,2.54
20140714,2.24E-05,2.24E+00,2.24
20140715,3.39E-05,3.39E+00,3.39
20140716,2.22E-05,2.22E+00,2.22
20140717,4.34E-05,4.34E+00,4.34
20140718,2.89E-05,2.89E+00,2.89
20140721,3.45E-05,3.45E+00,3.45
20140722,3.21E-05,3.21E+00,3.21
20140723,1.76E-05,1.76E+00,1.76
20140724,2.71E-05,2.71E+00,2.71
20140725,4.32E-05,4.32E+00,4.32
20140728,3.45E-05,3.45E+00,3.45
20140729,2.33E-05,2.33E+00,2.33
20140730,2.74E-05,2.74E+00,2.74
20140731,3.05E-05,3.05E+00,3.05
20140801,4.12E-05,4.12E+00,4.12
20140804,1.83E-05,1.83E+00,1.83
20140805,1.54E-05,1.54E+00,1.54
20140806,2.43E-05,2.43E+00,2.43
20140807,3.70E-05,3.70E+00,3.7
20140808,3.20E-05,3.20E+00,3.2
20140811,2.63E-05,2.63E+00,2.63
20140812,2.68E-05,2.68E+00,2.68
20140813,1.28E-05,1.28E+00,1.28
20140814,2.32E-05,2.32E+00,2.32
20140815,2.01E-05,2.01E+00,2.01
20140818,2.83E-05,2.83E+00,2.83
20140819,1.58E-05,1.58E+00,1.58
20140820,1.57E-05,1.57E+00,1.57
20140821,4.70E-05,4.70E+00,4.7
20140822,2.47E-05,2.47E+00,2.47
20140825,1.81E-05,1.81E+00,1.81
20140826,4.07E-05,4.07E+00,4.07
20140827,2.05E-05,2.05E+00,2.05
20140828,3.11E-05,3.11E+00,3.11
20140829,2.05E-05,2.05E+00,2.05
20140901,9.48E-06,9.48E-01,0.948
20140902,2.64E-05,2.64E+00,2.64
20140903,2.24E-05,2.24E+00,2.24
20140904,6.69E-05,6.69E+00,6.69
20140905,4.44E-05,4.44E+00,4.44
20140908,6.17E-05,6.17E+00,6.17
20140909,5.37E-05,5.37E+00,5.37
20140910,3.58E-05,3.58E+00,3.58
20140911,7.33E-05,7.33E+00,7.33
20140912,5.77E-05,5.77E+00,5.77
20140915,9.97E-05,9.97E+00,9.97
20140916,3.33E-05,3.33E+00,3.33
20140917,4.91E-05,4.91E+00,4.91
20140918,6.00E-05,6.00E+00,6
20140919,8.29E-05,8.29E+00,8.29
20140922,4.55E-05,4.55E+00,4.55
20140923,4.88E-05,4.88E+00,4.88
20140924,4.30E-05,4.30E+00,4.3
20140925,5.14E-05,5.14E+00,5.14
20140926,5.31E-05,5.31E+00,5.31
20140929,5.19E-05,5.19E+00,5.19
20140930,6.09E-05,6.09E+00,6.09
20141001,4.36E-05,4.36E+00,4.36
20141002,0.000247266,2.47E+01,24.7266
20141003,9.49E-05,9.49E+00,9.49
20141006,5.41E-05,5.41E+00,5.41
20141007,8.40E-05,8.40E+00,8.4
20141008,7.94E-05,7.94E+00,7.94
20141009,7.42E-05,7.42E+00,7.42
20141010,0.000157604,1.58E+01,15.7604
20141013,0.000118522,1.19E+01,11.8522
20141014,7.43E-05,7.43E+00,7.43
20141015,0.00046636,4.66E+01,46.636
20141016,0.000148326,1.48E+01,14.8326
20141017,0.000203947,2.04E+01,20.3947
20141020,6.13E-05,6.13E+00,6.13
20141021,0.000161937,1.62E+01,16.1937
20141022,7.41E-05,7.41E+00,7.41
20141023,0.000178333,1.78E+01,17.8333
20141024,5.52E-05,5.52E+00,5.52
20141027,9.67E-05,9.67E+00,9.67
20141028,9.26E-05,9.26E+00,9.26
20141029,7.89E-05,7.89E+00,7.89
20141030,9.33E-05,9.33E+00,9.33
20141031,0.000118341,1.18E+01,11.8341
20141103,7.86E-05,7.86E+00,7.86
20141104,0.000266206,2.66E+01,26.6206
20141105,0.000105131,1.05E+01,10.5131
20141106,0.00010645,1.06E+01,10.645
20141107,0.000134716,1.35E+01,13.4716
20141110,8.38E-05,8.38E+00,8.38
20141111,0.000108927,1.09E+01,10.8927
20141112,7.67E-05,7.67E+00,7.67
20141113,9.93E-05,9.93E+00,9.93
20141114,0.000100005,1.00E+01,10.0005
20141117,0.000109078,1.09E+01,10.9078
20141118,9.87E-05,9.87E+00,9.87
20141119,0.000101458,1.01E+01,10.1458
20141120,8.54E-05,8.54E+00,8.54
20141121,0.000194166,1.94E+01,19.4166
20141124,0.000109676,1.10E+01,10.9676
20141125,8.77E-05,8.77E+00,8.77
20141126,0.000112278,1.12E+01,11.2278
20141127,0.000179234,1.79E+01,17.9234
20141128,0.000243559,2.44E+01,24.3559
20141201,0.00041331,4.13E+01,41.331
20141202,0.000351238,3.51E+01,35.1238
20141203,0.000186197,1.86E+01,18.6197
20141204,0.000163776,1.64E+01,16.3776
20141205,0.000132935,1.33E+01,13.2935
