trade-date,index,,index2
20141208,0.000124274,1.24E+01,12.4274
20141209,0.000198994,1.99E+01,19.8994
20141210,0.000131853,1.32E+01,13.1853
20141211,0.000185142,1.85E+01,18.5142
20141212,0.000343284,3.43E+01,34.3284
20141215,0.000328051,3.28E+01,32.8051
20141216,0.000653652,6.54E+01,65.3652
20141217,0.000308845,3.09E+01,30.8845
20141218,0.000979124,9.79E+01,97.9124
20141219,0.000393671,3.94E+01,39.3671
20141222,0.000322375,3.22E+01,32.2375
20141223,0.000549306,5.49E+01,54.9306
20141224,0.000170296,1.70E+01,17.0296
20141226,0.000151147,1.51E+01,15.1147
20141229,0.000204572,2.05E+01,20.4572
20141230,0.000202265,2.02E+01,20.2265
20141231,0.000140732,1.41E+01,14.0732
20150102,0.000368816,3.69E+01,36.8816
20150105,0.000240105,2.40E+01,24.0105
20150106,0.000367739,3.68E+01,36.7739
20150107,0.000697485,6.97E+01,69.7485
20150108,0.00027814,2.78E+01,27.814
20150109,0.000331408,3.31E+01,33.1408
20150112,0.000185406,1.85E+01,18.5406
20150113,0.000525103,5.25E+01,52.5103
20150114,0.000387939,3.88E+01,38.7939
20150115,0.001165188,1.17E+02,116.5188
20150116,0.000648306,6.48E+01,64.8306
20150119,0.000225073,2.25E+01,22.5073
20150120,0.000406238,4.06E+01,40.6238
20150121,0.000285469,2.85E+01,28.5469
20150122,0.000723242,7.23E+01,72.3242
20150123,0.000681424,6.81E+01,68.1424
20150126,0.000609625,6.10E+01,60.9625
20150127,0.000499316,4.99E+01,49.9316
20150128,0.000160387,1.60E+01,16.0387
20150129,0.000195806,1.96E+01,19.5806
20150130,0.000237446,2.37E+01,23.7446
20150202,0.002312356,2.31E+02,231.2356
20150203,0.000615726,6.16E+01,61.5726
20150204,0.000484797,4.85E+01,48.4797
20150205,0.001016002,1.02E+02,101.6002
20150206,0.000746819,7.47E+01,74.6819
20150209,0.000369725,3.70E+01,36.9725
20150210,0.000292578,2.93E+01,29.2578
20150211,0.000424156,4.24E+01,42.4156
20150212,0.000400265,4.00E+01,40.0265
20150213,0.000333645,3.34E+01,33.3645
20150216,0.000202305,2.02E+01,20.2305
20150217,0.000278766,2.79E+01,27.8766
20150218,0.000362245,3.62E+01,36.2245
20150219,0.000418833,4.19E+01,41.8833
20150220,0.000305524,3.06E+01,30.5524
20150223,0.000311829,3.12E+01,31.1829
20150224,0.000362938,3.63E+01,36.2938
20150225,0.000253482,2.53E+01,25.3482
20150226,0.000455952,4.56E+01,45.5952
20150227,0.000308625,3.09E+01,30.8625
20150302,0.000149728,1.50E+01,14.9728
20150303,0.000279452,2.79E+01,27.9452
20150304,0.000163667,1.64E+01,16.3667
20150305,0.000245124,2.45E+01,24.5124
20150306,0.000223724,2.24E+01,22.3724
20150309,0.000282844,2.83E+01,28.2844
20150310,0.000213215,2.13E+01,21.3215
20150311,0.000290762,2.91E+01,29.0762
20150312,0.000239349,2.39E+01,23.9349
20150313,0.00022532,2.25E+01,22.532
20150316,0.000210676,2.11E+01,21.0676
20150317,0.000263638,2.64E+01,26.3638
20150318,0.000296735,2.97E+01,29.6735
20150319,0.000284583,2.85E+01,28.4583
20150320,0.000654182,6.54E+01,65.4182
20150323,0.000467957,4.68E+01,46.7957
20150324,0.000554316,5.54E+01,55.4316
20150325,0.000367853,3.68E+01,36.7853
20150326,0.000631133,6.31E+01,63.1133
20150327,0.000386468,3.86E+01,38.6468
20150330,0.000373414,3.73E+01,37.3414
20150331,0.000331833,3.32E+01,33.1833
20150401,0.000307999,3.08E+01,30.7999
20150402,0.000554757,5.55E+01,55.4757
20150406,0.000194279,1.94E+01,19.4279
20150407,0.000157975,1.58E+01,15.7975
20150408,0.000152666,1.53E+01,15.2666
20150409,0.000232057,2.32E+01,23.2057
20150410,0.00035686,3.57E+01,35.686
20150413,0.000276646,2.77E+01,27.6646
20150414,0.000169373,1.69E+01,16.9373
20150415,0.000113195,1.13E+01,11.3195
20150416,0.000312483,3.12E+01,31.2483
20150417,0.000201538,2.02E+01,20.1538
20150420,0.000247449,2.47E+01,24.7449
20150421,0.000246147,2.46E+01,24.6147
20150422,0.000158329,1.58E+01,15.8329
20150423,0.000150111,1.50E+01,15.0111
20150424,0.000155473,1.55E+01,15.5473
20150427,0.000145625,1.46E+01,14.5625
20150428,0.000104464,1.04E+01,10.4464
20150429,7.01E-05,7.01E+00,7.01
20150430,0.000166373,1.66E+01,16.6373
20150501,0.000122514,1.23E+01,12.2514
20150504,0.000117364,1.17E+01,11.7364
20150505,0.000194997,1.95E+01,19.4997
20150506,0.000121356,1.21E+01,12.1356
20150507,0.00018853,1.89E+01,18.853
20150508,0.000287538,2.88E+01,28.7538
20150511,0.000214314,2.14E+01,21.4314
20150512,0.000190036,1.90E+01,19.0036
20150513,0.000127129,1.27E+01,12.7129
20150514,0.000120026,1.20E+01,12.0026
20150515,0.000108892,1.09E+01,10.8892
20150518,0.000146647,1.47E+01,14.6647
20150519,0.00011431,1.14E+01,11.431
20150520,9.71E-05,9.71E+00,9.71
20150521,0.000124312,1.24E+01,12.4312
20150522,0.000129106,1.29E+01,12.9106
20150525,0.000107896,1.08E+01,10.7896
20150526,0.000135637,1.36E+01,13.5637
20150527,0.000165324,1.65E+01,16.5324
20150528,0.000171983,1.72E+01,17.1983
20150529,0.000201704,2.02E+01,20.1704
20150601,0.000127911,1.28E+01,12.7911
20150602,0.000190977,1.91E+01,19.0977
20150603,0.000237833,2.38E+01,23.7833
20150604,0.000207703,2.08E+01,20.7703
20150605,0.000513516,5.14E+01,51.3516
20150608,0.000191829,1.92E+01,19.1829
20150609,0.000138747,1.39E+01,13.8747
20150610,0.000137531,1.38E+01,13.7531
20150611,0.000144392,1.44E+01,14.4392
20150612,0.000104905,1.05E+01,10.4905
20150615,0.000107738,1.08E+01,10.7738
20150616,0.000108951,1.09E+01,10.8951
20150617,0.000141584,1.42E+01,14.1584
20150618,0.000162334,1.62E+01,16.2334
20150619,0.000135796,1.36E+01,13.5796
20150622,0.000101134,1.01E+01,10.1134
20150623,0.000134479,1.34E+01,13.4479
20150624,0.000134266,1.34E+01,13.4266
20150625,0.000111826,1.12E+01,11.1826
20150626,6.93E-05,6.93E+00,6.93
20150629,0.000236737,2.37E+01,23.6737
20150630,9.89E-05,9.89E+00,9.89
20150701,8.58E-05,8.58E+00,8.58
20150702,0.00012205,1.22E+01,12.205
20150703,2.48E-05,2.48E+00,2.48
20150706,0.000235313,2.35E+01,23.5313
20150707,0.000301429,3.01E+01,30.1429
20150708,0.000281371,2.81E+01,28.1371
20150709,0.000255686,2.56E+01,25.5686
20150710,0.000216819,2.17E+01,21.6819
20150713,0.000339468,3.39E+01,33.9468
20150714,0.000362026,3.62E+01,36.2026
20150715,0.000202599,2.03E+01,20.2599
20150716,0.000214296,2.14E+01,21.4296
20150717,0.000207376,2.07E+01,20.7376
20150720,0.000176433,1.76E+01,17.6433
20150721,9.15E-05,9.15E+00,9.15
20150722,8.88E-05,8.88E+00,8.88
20150723,8.57E-05,8.57E+00,8.57
20150724,0.000103871,1.04E+01,10.3871
20150727,0.00013848,1.38E+01,13.848
20150728,0.000161899,1.62E+01,16.1899
20150729,0.00011532,1.15E+01,11.532
20150730,0.000139358,1.39E+01,13.9358
20150731,0.000224414,2.24E+01,22.4414
20150803,0.000145848,1.46E+01,14.5848
20150804,0.00013666,1.37E+01,13.666
20150805,9.77E-05,9.77E+00,9.77
20150806,0.000136374,1.36E+01,13.6374
20150807,0.000137278,1.37E+01,13.7278
20150810,0.000164257,1.64E+01,16.4257
20150811,0.000286764,2.87E+01,28.6764
20150812,0.000282005,2.82E+01,28.2005
20150813,0.000152863,1.53E+01,15.2863
20150814,0.000171662,1.72E+01,17.1662
20150817,0.000147173,1.47E+01,14.7173
20150818,0.000131727,1.32E+01,13.1727
20150819,0.000115858,1.16E+01,11.5858
20150820,0.000224452,2.24E+01,22.4452
20150821,0.000182852,1.83E+01,18.2852
20150824,0.00080211,8.02E+01,80.211
20150825,0.000467867,4.68E+01,46.7867
20150826,0.00019391,1.94E+01,19.391
20150827,0.000312069,3.12E+01,31.2069
20150828,0.000611692,6.12E+01,61.1692
20150831,0.000357207,3.57E+01,35.7207
20150901,0.000831815,8.32E+01,83.1815
20150902,0.000782494,7.82E+01,78.2494
20150903,0.000538202,5.38E+01,53.8202
20150904,0.000557138,5.57E+01,55.7138
20150907,0.000128632,1.29E+01,12.8632
20150908,0.000465589,4.66E+01,46.5589
20150909,0.000408639,4.09E+01,40.8639
20150910,0.00032698,3.27E+01,32.698
20150911,0.000226439,2.26E+01,22.6439
20150914,0.000192468,1.92E+01,19.2468
20150915,0.000180934,1.81E+01,18.0934
20150916,0.000160848,1.61E+01,16.0848
20150917,0.000250864,2.51E+01,25.0864
20150918,0.000403825,4.04E+01,40.3825
20150921,0.000308472,3.08E+01,30.8472
20150922,0.000205723,2.06E+01,20.5723
20150923,0.000131279,1.31E+01,13.1279
20150924,0.000323257,3.23E+01,32.3257
20150925,0.000238578,2.39E+01,23.8578
20150928,0.000162449,1.62E+01,16.2449
20150929,0.000139253,1.39E+01,13.9253
20150930,9.93E-05,9.93E+00,9.93
20151001,0.00027207,2.72E+01,27.207
20151002,0.000207029,2.07E+01,20.7029
20151005,0.000217662,2.18E+01,21.7662
20151006,0.000223223,2.23E+01,22.3223
20151007,0.000151302,1.51E+01,15.1302
20151008,0.000234353,2.34E+01,23.4353
20151009,0.000287885,2.88E+01,28.7885
20151012,0.000179195,1.79E+01,17.9195
20151013,0.000451487,4.51E+01,45.1487
20151014,0.000214394,2.14E+01,21.4394
20151015,0.000214814,2.15E+01,21.4814
20151016,0.000194509,1.95E+01,19.4509
20151019,0.000152686,1.53E+01,15.2686
20151020,0.000148212,1.48E+01,14.8212
20151021,9.75E-05,9.75E+00,9.75
20151022,0.000121295,1.21E+01,12.1295
20151023,0.000278952,2.79E+01,27.8952
20151026,0.00016693,1.67E+01,16.693
20151027,0.000223284,2.23E+01,22.3284
20151028,0.00104878,1.05E+02,104.878
20151029,0.00065371,6.54E+01,65.371
20151030,0.000192872,1.93E+01,19.2872
20151102,0.000160478,1.60E+01,16.0478
20151103,0.000168064,1.68E+01,16.8064
20151104,0.000211129,2.11E+01,21.1129
20151105,0.000238939,2.39E+01,23.8939
20151106,0.000266921,2.67E+01,26.6921
20151109,0.00021193,2.12E+01,21.193
20151110,0.000365405,3.65E+01,36.5405
20151111,0.000190479,1.90E+01,19.0479
20151112,0.000256481,2.56E+01,25.6481
20151113,0.000202381,2.02E+01,20.2381
20151116,0.000314402,3.14E+01,31.4402
20151117,0.000428364,4.28E+01,42.8364
20151118,0.000211415,2.11E+01,21.1415
20151119,0.000242292,2.42E+01,24.2292
20151120,0.000147505,1.48E+01,14.7505
20151123,0.000670267,6.70E+01,67.0267
20151124,0.000309396,3.09E+01,30.9396
20151125,0.000210723,2.11E+01,21.0723
20151126,9.74E-05,9.74E+00,9.74
20151127,0.00017293,1.73E+01,17.293
20151130,0.000197572,1.98E+01,19.7572
20151201,0.000229976,2.30E+01,22.9976
20151202,0.000146376,1.46E+01,14.6376
20151203,0.000259649,2.60E+01,25.9649
20151204,0.001103747,1.10E+02,110.3747
20151207,0.000217139,2.17E+01,21.7139
20151208,0.000473452,4.73E+01,47.3452
20151209,0.00020481,2.05E+01,20.481
20151210,0.000352079,3.52E+01,35.2079
20151211,0.000220361,2.20E+01,22.0361
20151214,0.000426398,4.26E+01,42.6398
20151215,0.000349364,3.49E+01,34.9364
20151216,0.000254032,2.54E+01,25.4032
20151217,0.000309467,3.09E+01,30.9467
20151218,0.000338479,3.38E+01,33.8479
20151221,0.000222452,2.22E+01,22.2452
20151222,0.000152704,1.53E+01,15.2704
20151223,9.37E-05,9.37E+00,9.37
20151224,0.000167987,1.68E+01,16.7987
20151228,0.000167661,1.68E+01,16.7661
20151229,0.000185923,1.86E+01,18.5923
20151230,0.000124464,1.24E+01,12.4464
20151231,0.000103777,1.04E+01,10.3777
20160104,0.000383374,3.83E+01,38.3374
20160105,0.000417931,4.18E+01,41.7931
20160106,0.000261271,2.61E+01,26.1271
20160107,0.000869003,8.69E+01,86.9003
20160108,0.000527463,5.27E+01,52.7463
20160111,0.000398609,3.99E+01,39.8609
20160112,0.000639008,6.39E+01,63.9008
20160113,0.000393615,3.94E+01,39.3615
20160114,0.000319,3.19E+01,31.9
20160115,0.000531608,5.32E+01,53.1608
20160118,0.000448133,4.48E+01,44.8133
20160119,0.000674452,6.74E+01,67.4452
20160120,0.000463457,4.63E+01,46.3457
20160121,0.000569982,5.70E+01,56.9982
20160122,0.000470212,4.70E+01,47.0212
20160125,0.000826222,8.26E+01,82.6222
20160126,0.000894512,8.95E+01,89.4512
20160127,0.000657126,6.57E+01,65.7126
20160128,0.001704784,1.70E+02,170.4784
20160129,0.000564197,5.64E+01,56.4197
20160201,0.000832914,8.33E+01,83.2914
20160202,0.000718303,7.18E+01,71.8303
20160203,0.000595538,5.96E+01,59.5538
20160204,0.001058942,1.06E+02,105.8942
20160205,0.001011539,1.01E+02,101.1539
20160208,0.000885777,8.86E+01,88.5777
20160209,0.000553463,5.53E+01,55.3463
20160210,0.000953586,9.54E+01,95.3586
20160211,0.001210641,1.21E+02,121.0641
20160212,0.000610403,6.10E+01,61.0403
20160215,0.000527328,5.27E+01,52.7328
20160216,0.001771222,1.77E+02,177.1222
20160217,0.000825094,8.25E+01,82.5094
20160218,0.00061553,6.16E+01,61.553
20160219,0.000516716,5.17E+01,51.6716
20160222,0.000324564,3.25E+01,32.4564
20160223,0.000648676,6.49E+01,64.8676
20160224,0.000291288,2.91E+01,29.1288
20160225,0.000736418,7.36E+01,73.6418
20160226,0.000703318,7.03E+01,70.3318
20160229,0.000534395,5.34E+01,53.4395
20160301,0.000310828,3.11E+01,31.0828
20160302,0.000380497,3.80E+01,38.0497
20160303,0.000182049,1.82E+01,18.2049
20160304,0.000301707,3.02E+01,30.1707
20160307,0.000278509,2.79E+01,27.8509
20160308,0.000491881,4.92E+01,49.1881
20160309,0.000289847,2.90E+01,28.9847
20160310,0.000580222,5.80E+01,58.0222
20160311,0.000156781,1.57E+01,15.6781
20160314,0.000266877,2.67E+01,26.6877
20160315,0.000256814,2.57E+01,25.6814
20160316,0.00025843,2.58E+01,25.843
20160317,0.000275389,2.75E+01,27.5389
20160318,0.000296996,2.97E+01,29.6996
20160321,0.000386037,3.86E+01,38.6037
20160322,0.00035281,3.53E+01,35.281
20160323,0.000236583,2.37E+01,23.6583
20160324,0.000222014,2.22E+01,22.2014
20160328,0.000160614,1.61E+01,16.0614
20160329,0.000139005,1.39E+01,13.9005
20160330,0.000156818,1.57E+01,15.6818
20160331,0.000348668,3.49E+01,34.8668
20160401,0.000340976,3.41E+01,34.0976
20160404,0.000283064,2.83E+01,28.3064
20160405,0.000353596,3.54E+01,35.3596
20160406,0.000162394,1.62E+01,16.2394
20160407,0.000164005,1.64E+01,16.4005
20160408,0.000189987,1.90E+01,18.9987
20160411,0.000224241,2.24E+01,22.4241
20160412,0.000221461,2.21E+01,22.1461
20160413,0.000179111,1.79E+01,17.9111
20160414,0.000149693,1.50E+01,14.9693
20160415,0.000309937,3.10E+01,30.9937
20160418,0.000496824,4.97E+01,49.6824
20160419,0.000374904,3.75E+01,37.4904
20160420,0.000183071,1.83E+01,18.3071
20160421,0.000294285,2.94E+01,29.4285
20160422,0.000232386,2.32E+01,23.2386
20160425,0.000252169,2.52E+01,25.2169
20160426,0.000130827,1.31E+01,13.0827
20160427,0.000116451,1.16E+01,11.6451
20160428,0.00018512,1.85E+01,18.512
20160429,0.00015746,1.57E+01,15.746
20160502,0.000191242,1.91E+01,19.1242
20160503,0.000282635,2.83E+01,28.2635
20160504,0.000186206,1.86E+01,18.6206
20160505,0.000566475,5.66E+01,56.6475
20160506,0.00030523,3.05E+01,30.523
20160509,0.00030508,3.05E+01,30.508
20160510,0.000475888,4.76E+01,47.5888
20160511,0.00022305,2.23E+01,22.305
20160512,0.000269733,2.70E+01,26.9733
20160513,0.000279491,2.79E+01,27.9491
20160516,9.40E-05,9.40E+00,9.4
20160517,0.000236586,2.37E+01,23.6586
20160518,8.47E-05,8.47E+00,8.47
20160519,0.000170881,1.71E+01,17.0881
20160520,0.000188323,1.88E+01,18.8323
20160523,0.000111499,1.11E+01,11.1499
20160524,0.000140243,1.40E+01,14.0243
20160525,8.35E-05,8.35E+00,8.35
20160526,0.00010079,1.01E+01,10.079
20160527,0.000113536,1.14E+01,11.3536
20160530,2.16E-05,2.16E+00,2.16
20160531,5.52E-05,5.52E+00,5.52
20160601,8.95E-05,8.95E+00,8.95
20160602,0.000165024,1.65E+01,16.5024
20160603,0.00024847,2.48E+01,24.847
20160606,7.25E-05,7.25E+00,7.25
20160607,8.34E-05,8.34E+00,8.34
20160608,8.51E-05,8.51E+00,8.51
20160609,8.91E-05,8.91E+00,8.91
20160610,8.26E-05,8.26E+00,8.26
20160613,9.06E-05,9.06E+00,9.06
20160614,8.98E-05,8.98E+00,8.98
20160615,0.00011331,1.13E+01,11.331
20160616,0.000100682,1.01E+01,10.0682
20160617,0.000150702,1.51E+01,15.0702
20160620,0.000133671,1.34E+01,13.3671
20160621,9.62E-05,9.62E+00,9.62
20160622,0.000106028,1.06E+01,10.6028
20160623,0.000149103,1.49E+01,14.9103
20160624,0.0003829,3.83E+01,38.29
20160627,0.000120645,1.21E+01,12.0645
20160628,0.000174256,1.74E+01,17.4256
20160629,9.37E-05,9.37E+00,9.37
20160630,0.000107035,1.07E+01,10.7035
20160701,0.00016394,1.64E+01,16.394
20160704,5.60E-05,5.60E+00,5.6
20160705,0.000121731,1.22E+01,12.1731
20160706,0.000175955,1.76E+01,17.5955
20160707,0.000101673,1.02E+01,10.1673
20160708,0.000240256,2.40E+01,24.0256
20160711,0.000165821,1.66E+01,16.5821
20160712,0.000232034,2.32E+01,23.2034
20160713,0.000143102,1.43E+01,14.3102
20160714,0.000202317,2.02E+01,20.2317
20160715,0.000209963,2.10E+01,20.9963
20160718,0.000126384,1.26E+01,12.6384
20160719,0.000173744,1.74E+01,17.3744
20160720,0.000166749,1.67E+01,16.6749
20160721,0.000146935,1.47E+01,14.6935
20160722,0.000153673,1.54E+01,15.3673
20160725,0.000106246,1.06E+01,10.6246
20160726,0.00014168,1.42E+01,14.168
20160727,9.18E-05,9.18E+00,9.18
20160728,9.99E-05,9.99E+00,9.99
20160729,0.000133436,1.33E+01,13.3436
20160801,0.000162362,1.62E+01,16.2362
20160802,0.000222257,2.22E+01,22.2257
20160803,0.000220753,2.21E+01,22.0753
20160804,0.000249197,2.49E+01,24.9197
20160805,0.000214085,2.14E+01,21.4085
20160808,0.000116964,1.17E+01,11.6964
20160809,0.000201883,2.02E+01,20.1883
20160810,0.00013117,1.31E+01,13.117
20160811,0.00017818,1.78E+01,17.818
20160812,0.000218358,2.18E+01,21.8358
20160815,0.000178275,1.78E+01,17.8275
20160816,0.000241275,2.41E+01,24.1275
20160817,0.000122871,1.23E+01,12.2871
20160818,9.63E-05,9.63E+00,9.63
20160819,0.000116647,1.17E+01,11.6647
20160822,0.000122571,1.23E+01,12.2571
20160823,0.000107215,1.07E+01,10.7215
20160824,8.85E-05,8.85E+00,8.85
20160825,0.00015842,1.58E+01,15.842
20160826,7.50E-05,7.50E+00,7.5
20160829,9.58E-05,9.58E+00,9.58
20160830,5.52E-05,5.52E+00,5.52
20160831,6.56E-05,6.56E+00,6.56
20160901,0.000100644,1.01E+01,10.0644
20160902,0.000253829,2.54E+01,25.3829
20160905,0.00050843,5.08E+01,50.843
20160906,0.000197455,1.97E+01,19.7455
20160907,0.000180533,1.81E+01,18.0533
20160908,9.98E-05,9.98E+00,9.98
20160909,0.000153354,1.53E+01,15.3354
20160912,0.000377709,3.78E+01,37.7709
20160913,0.000275393,2.75E+01,27.5393
20160914,0.000142164,1.42E+01,14.2164
20160915,0.000431449,4.31E+01,43.1449
20160916,0.000137871,1.38E+01,13.7871
20160919,0.000128476,1.28E+01,12.8476
20160920,0.000170336,1.70E+01,17.0336
20160921,6.01E-05,6.01E+00,6.01
20160922,9.07E-05,9.07E+00,9.07
20160923,0.000353033,3.53E+01,35.3033
20160926,0.000229211,2.29E+01,22.9211
20160927,0.000280742,2.81E+01,28.0742
20160928,0.00016584,1.66E+01,16.584
20160929,0.000180397,1.80E+01,18.0397
20160930,0.000195305,1.95E+01,19.5305
20161003,0.000218265,2.18E+01,21.8265
20161004,0.000117983,1.18E+01,11.7983
20161005,5.18E-05,5.18E+00,5.18
20161006,0.000110404,1.10E+01,11.0404
20161007,0.000151451,1.51E+01,15.1451
20161010,0.000140468,1.40E+01,14.0468
20161011,0.000157133,1.57E+01,15.7133
20161012,0.000269118,2.69E+01,26.9118
20161013,7.06E-05,7.06E+00,7.06
20161014,9.97E-05,9.97E+00,9.97
20161017,0.000170897,1.71E+01,17.0897
20161018,7.78E-05,7.78E+00,7.78
20161019,4.02E-05,4.02E+00,4.02
20161020,9.15E-05,9.15E+00,9.15
20161021,0.000129244,1.29E+01,12.9244
20161024,0.000105941,1.06E+01,10.5941
20161025,7.74E-05,7.74E+00,7.74
20161026,9.21E-05,9.21E+00,9.21
20161027,0.000105933,1.06E+01,10.5933
20161028,7.99E-05,7.99E+00,7.99
20161031,0.000105207,1.05E+01,10.5207
20161101,0.000216309,2.16E+01,21.6309
20161102,0.000343631,3.44E+01,34.3631
20161103,0.000114772,1.15E+01,11.4772
20161104,0.000731996,7.32E+01,73.1996
20161107,0.000145089,1.45E+01,14.5089
20161108,0.000101314,1.01E+01,10.1314
20161109,0.000289675,2.90E+01,28.9675
20161110,0.000316865,3.17E+01,31.6865
20161111,0.00012863,1.29E+01,12.863
20161114,0.000153806,1.54E+01,15.3806
20161115,0.000205775,2.06E+01,20.5775
20161116,0.000147893,1.48E+01,14.7893
20161117,0.000163414,1.63E+01,16.3414
20161118,0.000261881,2.62E+01,26.1881
20161121,0.000146859,1.47E+01,14.6859
20161122,0.000372046,3.72E+01,37.2046
20161123,0.000160759,1.61E+01,16.0759
20161124,4.29E-05,4.29E+00,4.29
20161125,9.94E-05,9.94E+00,9.94
20161128,0.000396409,3.96E+01,39.6409
20161129,0.000379612,3.80E+01,37.9612
20161130,0.001118088,1.12E+02,111.8088
20161201,0.000210441,2.10E+01,21.0441
20161202,0.000235654,2.36E+01,23.5654
20161205,0.000157883,1.58E+01,15.7883
20161206,0.000147909,1.48E+01,14.7909
20161207,0.000169651,1.70E+01,16.9651
20161208,0.000125049,1.25E+01,12.5049
20161209,0.000148549,1.49E+01,14.8549
20161212,0.000169358,1.69E+01,16.9358
20161213,0.000116826,1.17E+01,11.6826
20161214,7.17E-05,7.17E+00,7.17
20161215,0.000141809,1.42E+01,14.1809
20161216,0.000220053,2.20E+01,22.0053
20161219,0.000115257,1.15E+01,11.5257
20161220,5.12E-05,5.12E+00,5.12
20161221,3.52E-05,3.52E+00,3.52
20161222,7.97E-05,7.97E+00,7.97
20161223,4.65E-05,4.65E+00,4.65
20161227,4.10E-05,4.10E+00,4.1
20161228,8.38E-05,8.38E+00,8.38
20161229,4.80E-05,4.80E+00,4.8
20161230,4.13E-05,4.13E+00,4.13
20170103,0.000176024,1.76E+01,17.6024
20170104,0.000195972,1.96E+01,19.5972
20170105,6.89E-05,6.89E+00,6.89
20170106,0.000110606,1.11E+01,11.0606
20170109,0.000106137,1.06E+01,10.6137
20170110,0.000122428,1.22E+01,12.2428
20170111,9.37E-05,9.37E+00,9.37
20170112,0.000132828,1.33E+01,13.2828
20170113,0.000102269,1.02E+01,10.2269
20170116,7.52E-05,7.52E+00,7.52
20170117,0.000166575,1.67E+01,16.6575
20170118,0.000178177,1.78E+01,17.8177
20170119,0.000112831,1.13E+01,11.2831
20170120,0.000121106,1.21E+01,12.1106
20170123,8.41E-05,8.41E+00,8.41
20170124,7.94E-05,7.94E+00,7.94
20170125,6.71E-05,6.71E+00,6.71
20170126,0.000150624,1.51E+01,15.0624
20170127,0.000147779,1.48E+01,14.7779
20170130,0.000112496,1.12E+01,11.2496
20170131,0.000101922,1.02E+01,10.1922
20170201,6.24E-05,6.24E+00,6.24
20170202,0.000114389,1.14E+01,11.4389
20170203,6.46E-05,6.46E+00,6.46
20170206,4.63E-05,4.63E+00,4.63
20170207,9.49E-05,9.49E+00,9.49
20170208,5.71E-05,5.71E+00,5.71
20170209,5.60E-05,5.60E+00,5.6
20170210,0.000117399,1.17E+01,11.7399
20170213,0.000134118,1.34E+01,13.4118
20170214,5.10E-05,5.10E+00,5.1
20170215,4.62E-05,4.62E+00,4.62
20170216,5.12E-05,5.12E+00,5.12
20170217,4.68E-05,4.68E+00,4.68
20170220,3.15E-05,3.15E+00,3.15
20170221,5.32E-05,5.32E+00,5.32
20170222,6.48E-05,6.48E+00,6.48
20170223,4.19E-05,4.19E+00,4.19
20170224,4.48E-05,4.48E+00,4.48
20170227,4.62E-05,4.62E+00,4.62
20170228,3.81E-05,3.81E+00,3.81
20170301,3.73E-05,3.73E+00,3.73
20170302,8.49E-05,8.49E+00,8.49
20170303,4.29E-05,4.29E+00,4.29
20170306,3.94E-05,3.94E+00,3.94
20170307,4.77E-05,4.77E+00,4.77
20170308,3.13E-05,3.13E+00,3.13
20170309,0.000707136,7.07E+01,70.7136
20170310,0.000196227,1.96E+01,19.6227
20170313,0.000155852,1.56E+01,15.5852
20170314,0.000210942,2.11E+01,21.0942
20170315,0.000135948,1.36E+01,13.5948
20170316,0.000115335,1.15E+01,11.5335
20170317,6.25E-05,6.25E+00,6.25
20170320,0.000117996,1.18E+01,11.7996
20170321,9.24E-05,9.24E+00,9.24
20170322,0.000115117,1.15E+01,11.5117
20170323,0.000109537,1.10E+01,10.9537
20170324,4.82E-05,4.82E+00,4.82
20170327,5.83E-05,5.83E+00,5.83
20170328,4.26E-05,4.26E+00,4.26
20170329,4.29E-05,4.29E+00,4.29
20170330,7.56E-05,7.56E+00,7.56
20170331,5.87E-05,5.87E+00,5.87
20170403,4.27E-05,4.27E+00,4.27
20170404,8.04E-05,8.04E+00,8.04
20170405,3.01E-05,3.01E+00,3.01
20170406,3.44E-05,3.44E+00,3.44
20170407,0.000123996,1.24E+01,12.3996
20170410,4.67E-05,4.67E+00,4.67
20170411,4.22E-05,4.22E+00,4.22
20170412,2.53E-05,2.53E+00,2.53
20170413,2.88E-05,2.88E+00,2.88
20170417,4.68E-05,4.68E+00,4.68
20170418,4.90E-05,4.90E+00,4.9
20170419,3.96E-05,3.96E+00,3.96
20170420,8.70E-05,8.70E+00,8.7
20170421,9.25E-05,9.25E+00,9.25
20170424,9.60E-05,9.60E+00,9.6
20170425,6.78E-05,6.78E+00,6.78
20170426,4.59E-05,4.59E+00,4.59
20170427,9.11E-05,9.11E+00,9.11
20170428,7.81E-05,7.81E+00,7.81
20170501,4.74E-05,4.74E+00,4.74
20170502,7.20E-05,7.20E+00,7.2
20170503,5.67E-05,5.67E+00,5.67
20170504,0.000158643,1.59E+01,15.8643
20170505,0.000329864,3.30E+01,32.9864
20170508,0.000263746,2.64E+01,26.3746
20170509,7.26E-05,7.26E+00,7.26
20170510,7.25E-05,7.25E+00,7.25
20170511,8.87E-05,8.87E+00,8.87
20170512,7.64E-05,7.64E+00,7.64
20170515,0.000104654,1.05E+01,10.4654
20170516,7.23E-05,7.23E+00,7.23
20170517,0.000114811,1.15E+01,11.4811
20170518,0.000130981,1.31E+01,13.0981
20170519,7.20E-05,7.20E+00,7.2
20170522,7.99E-05,7.99E+00,7.99
20170523,6.10E-05,6.10E+00,6.1
20170524,4.58E-05,4.58E+00,4.58
20170525,0.000629118,6.29E+01,62.9118
20170526,0.000296016,2.96E+01,29.6016
20170529,4.52E-05,4.52E+00,4.52
