,0
0,31.821483612060547
1,29.67269515991211
2,26.91194725036621
3,18.336284637451172
4,21.965351104736328
5,23.573740005493164
6,13.013189315795898
7,16.210187911987305
8,16.783578872680664
9,20.147565841674805
10,24.744417190551758
11,25.943700790405273
12,57.92461013793945
13,64.72639465332031
14,128.11444091796875
15,28.203935623168945
16,26.583181381225586
17,25.50707244873047
18,21.92447853088379
19,24.761810302734375
20,25.484786987304688
21,23.840927124023438
22,27.70075225830078
23,27.84789276123047
24,34.06062316894531
25,32.882022857666016
26,30.092716217041016
27,18.66099739074707
28,21.733251571655273
29,23.270977020263672
30,23.15056800842285
31,26.459976196289062
32,38.353485107421875
33,27.178958892822266
34,24.724729537963867
35,20.594472885131836
36,25.658184051513672
37,27.4541015625
38,29.96219825744629
39,33.33372116088867
40,36.605777740478516
41,27.487571716308594
42,26.566377639770508
43,27.1478271484375
44,27.200698852539062
45,24.571481704711914
46,28.766464233398438
47,30.25218391418457
48,23.75979232788086
49,26.65557098388672
50,26.814855575561523
51,14.65011215209961
52,17.1157169342041
53,17.9748592376709
54,17.51268768310547
55,19.871780395507812
56,21.65505599975586
57,28.672563552856445
58,25.6669864654541
59,16.212594985961914
60,53.240718841552734
61,46.44123458862305
62,37.81501770019531
63,46.04507064819336
64,40.402584075927734
65,33.60194778442383
66,44.73917007446289
67,40.717063903808594
68,33.38636779785156
69,36.66199493408203
70,35.91886901855469
71,37.14213943481445
72,60.541847229003906
73,49.47315216064453
74,34.128395080566406
75,58.66350555419922
76,45.10552978515625
77,43.0093879699707
78,36.78823471069336
79,31.00330924987793
80,34.91694259643555
81,47.709388732910156
82,36.38715744018555
83,39.04655075073242
84,69.88404846191406
85,56.37266159057617
86,39.429588317871094
87,70.9974594116211
88,58.56686782836914
89,41.8858757019043
90,34.73744583129883
91,32.88209915161133
92,37.42180633544922
93,47.84933853149414
94,42.89973068237305
95,36.543548583984375
96,36.33263397216797
97,30.668621063232422
98,33.41497802734375
99,22.026813507080078
100,24.61719512939453
101,25.815099716186523
102,34.39397048950195
103,34.46519088745117
104,32.219627380371094
105,18.56766128540039
106,21.04245948791504
107,24.507265090942383
108,25.789541244506836
109,27.547176361083984
110,28.5968017578125
111,30.817773818969727
112,31.567201614379883
113,31.00950050354004
114,22.334178924560547
115,25.591854095458984
116,26.081626892089844
117,16.98733139038086
118,21.80732536315918
119,23.913177490234375
120,30.149066925048828
121,30.628591537475586
122,29.92035484313965
123,19.38188362121582
124,25.21555519104004
125,22.97999382019043
126,24.480070114135742
127,25.569360733032227
128,26.41040802001953
129,32.20868682861328
130,30.43861198425293
131,29.652828216552734
132,25.47037124633789
133,27.603609085083008
134,51.01136016845703
135,23.594009399414062
136,26.50274658203125
137,26.994173049926758
138,21.1076602935791
139,21.15253448486328
140,20.59946632385254
141,36.89192199707031
142,32.930850982666016
143,28.97321891784668
144,47.06194305419922
145,42.00603485107422
146,35.51085662841797
147,24.948915481567383
148,26.804298400878906
149,26.907825469970703
150,17.52862548828125
151,20.057235717773438
152,18.614688873291016
153,10.888689041137695
154,12.965964317321777
155,14.23404312133789
156,15.364850997924805
157,20.769569396972656
158,20.462432861328125
159,11.013397216796875
160,12.24821662902832
161,13.964849472045898
162,8.025859832763672
163,11.519600868225098
164,8.962380409240723
165,14.393978118896484
166,15.739389419555664
167,16.706361770629883
168,10.413679122924805
169,11.507950782775879
170,12.705554008483887
171,10.4541015625
172,11.651400566101074
173,12.744303703308105
174,14.598958969116211
175,15.136937141418457
176,17.074251174926758
177,11.948527336120605
178,13.998796463012695
179,13.935522079467773
180,15.736230850219727
181,16.924470901489258
182,17.92962074279785
183,10.924114227294922
184,13.988402366638184
185,12.704129219055176
186,7.852368354797363
187,9.907783508300781
188,11.40605640411377
189,23.119850158691406
190,22.63141441345215
191,22.723405838012695
192,18.219993591308594
193,20.323320388793945
194,22.039522171020508
195,17.946226119995117
196,21.178627014160156
197,22.08868408203125
198,17.81013298034668
199,21.259870529174805
200,23.279687881469727
201,14.907346725463867
202,19.570343017578125
203,20.991308212280273
204,12.157750129699707
205,13.042757034301758
206,15.282180786132812
207,30.84784507751465
208,28.359912872314453
209,26.43540382385254
210,18.093822479248047
211,21.358219146728516
212,19.50546646118164
213,17.575345993041992
214,23.50040626525879
215,25.675729751586914
216,24.50619125366211
217,26.378475189208984
218,28.240015029907227
219,12.362878799438477
220,13.957809448242188
221,14.826471328735352
222,10.78327751159668
223,12.44894790649414
224,12.208314895629883
225,7.733403205871582
226,9.506342887878418
227,8.698176383972168
228,8.832392692565918
229,9.568846702575684
230,10.327157020568848
231,22.660802841186523
232,24.551115036010742
233,24.929561614990234
234,13.502864837646484
235,17.767961502075195
236,17.72604751586914
237,18.1356143951416
238,20.78433609008789
239,24.340726852416992
240,20.849246978759766
241,33.61241912841797
242,22.19533348083496
243,6.895738124847412
244,8.693577766418457
245,9.040245056152344
246,26.52275848388672
247,28.799409866333008
248,29.053306579589844
249,22.596662521362305
250,23.67485237121582
251,24.175180435180664
252,15.44677448272705
253,20.408702850341797
254,14.562854766845703
255,15.956818580627441
256,17.957416534423828
257,17.024059295654297
258,13.461875915527344
259,14.58092975616455
260,15.84189510345459
261,10.507033348083496
262,11.441770553588867
263,10.792644500732422
264,9.961827278137207
265,11.660744667053223
266,11.906166076660156
267,10.714670181274414
268,11.48360824584961
269,12.67650032043457
270,11.05263900756836
271,11.605179786682129
272,13.282317161560059
273,17.770599365234375
274,20.310773849487305
275,21.615306854248047
276,9.676994323730469
277,25.39975929260254
278,14.389123916625977
279,19.069053649902344
280,21.670373916625977
281,22.438840866088867
282,18.028383255004883
283,20.450048446655273
284,22.200687408447266
285,18.145278930664062
286,20.145305633544922
287,21.661991119384766
288,13.082345008850098
289,19.090118408203125
290,16.171300888061523
291,27.499454498291016
292,24.740999221801758
293,15.832533836364746
294,14.13278865814209
295,31.741504669189453
296,19.474849700927734
297,18.273271560668945
298,22.546777725219727
299,24.438915252685547
300,20.394405364990234
301,21.608858108520508
302,20.79134178161621
303,12.067878723144531
304,11.086694717407227
305,14.417694091796875
306,14.791337966918945
307,19.781234741210938
308,13.821930885314941
309,6.578817844390869
310,7.036053657531738
311,6.669438362121582
312,7.134472846984863
313,7.722236633300781
314,7.119222640991211
315,16.00638771057129
316,24.972137451171875
317,29.053089141845703
318,10.410073280334473
319,12.184647560119629
320,12.58934211730957
321,13.088540077209473
322,14.306916236877441
323,15.87672233581543
324,15.355029106140137
325,13.537649154663086
326,16.30760955810547
327,15.39388370513916
328,20.065988540649414
329,19.29209327697754
330,9.532179832458496
331,10.747117042541504
332,11.12610912322998
333,15.393763542175293
334,17.978862762451172
335,19.411012649536133
336,11.42365837097168
337,11.072786331176758
338,13.327312469482422
339,8.649779319763184
340,8.981454849243164
341,10.248390197753906
342,9.22864818572998
343,9.815343856811523
344,11.101099967956543
345,5.983330726623535
346,8.080284118652344
347,7.03216028213501
348,4.781101226806641
